,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,type
Indonesian,0.0055823536,-0.3698253,-0.0095748305,0.24775639,0.16468206,0.0903905,-0.13382353,0.053204376,-0.27564242,0.074287206,-0.13221814,-0.032042615,-0.086685285,0.08361834,-0.07352439,0.2684376,-0.14194046,-0.25054595,0.07037548,0.026946008,0.008931931,0.22134943,-0.077443056,-0.41090018,0.12817769,0.1434636,-0.14876828,-0.31766474,0.113593005,0.066401094,0.3377,-0.18922818,-0.40414548,-0.25908688,-0.037849728,-0.07697063,0.023747688,0.053876497,-0.28674546,0.07232026,-0.06971646,-0.018587535,0.16362584,0.10038098,0.21993963,-0.2837746,-0.19903275,-0.15180582,-0.03402381,0.30126435,-0.085284606,-0.25231874,0.010954562,0.31608817,0.1908826,-0.0889417,0.20149255,-0.2374136,-0.19223641,0.12193426,-0.17660837,-0.13388535,0.25944674,-0.16632211,language
Japanese,-0.047164626,0.052101735,0.425699,0.3798393,0.08090617,0.14429621,0.2213426,0.068656445,-0.2471464,-0.26463386,0.29589427,-0.2430242,-0.19856448,-0.031071508,0.058617517,0.24393791,-0.064548835,-0.17814808,0.31294337,0.25714388,0.11117017,0.14623179,0.1623373,0.15763934,0.11893999,0.14981148,-0.06100187,0.065881535,-0.14731556,-0.07750209,-0.24041663,0.08882032,0.013588828,0.23063837,0.12985547,-0.18429458,0.1916112,-0.18225582,-0.0025766294,-0.31070954,0.052389815,0.17721902,0.35122117,-0.355281,0.10577158,-0.12329377,-0.04310065,0.05555627,0.1877211,0.08590083,-0.009152878,0.15061235,0.5361191,0.23849133,0.18400648,0.066448644,0.036402285,0.06837972,-0.16097577,0.25618845,-0.00681224,-0.18400948,-0.0048336815,-0.09831895,language
Mandarin,-0.12376179,0.011229601,0.18312919,-0.26630995,-0.27072528,-0.32312748,0.12373887,-0.040647812,-0.28683048,-0.35600048,0.34589693,-0.20007336,-0.06482444,0.18750787,0.0099365525,0.1278567,-0.42525318,0.09933188,0.02722707,-0.0007582224,-0.09228766,0.18262187,0.20717607,-0.14049114,0.11347587,0.19669366,-0.3286946,-0.18063055,0.2547487,0.3429267,0.09962212,0.03217286,-0.0027832463,0.094097614,0.06530764,0.10077936,-0.012933512,-0.22860031,0.04285938,-0.049547665,-0.11047728,-0.040833667,0.010239203,-0.20978364,0.07126041,-0.30497777,0.07672403,-0.08831124,-0.041852903,0.06650122,-0.07494646,-0.51698637,0.114545435,0.39474708,0.09371601,0.33219808,0.12811424,-0.07319116,0.30921078,0.048843052,0.02152302,-0.1938306,-0.19179253,-0.054906495,language
Arabic,0.31721893,-0.073071636,0.123864114,0.17344527,0.06389803,-0.36563736,-0.035257738,0.21576357,-0.52934414,0.07933635,0.15977556,-0.057775903,-0.0064153154,0.09701298,0.09521884,0.2835517,-0.012289848,-0.022556828,0.05657461,-0.3223994,0.016507972,0.2631399,0.012901764,-0.29537457,-0.2461686,0.0077617145,-0.31389257,-0.10009023,0.27291176,0.122648425,0.07654408,-0.15242714,-0.20854877,-0.051456116,-0.19866133,0.14731348,-0.06148141,0.26740766,-0.105203375,-0.07512535,0.1158132,-0.1792004,0.11145473,0.1805462,0.20759457,0.019368751,0.007029723,0.010566694,-0.14682902,0.42467692,-0.09677321,-0.33769202,-0.16791919,0.2626383,0.21244764,0.31827208,0.4452663,0.053348046,0.08228684,0.31788,0.022887437,0.0026965789,0.11529713,0.04213497,language
ITB,-0.008516507,-0.09925679,-0.049357902,0.1839045,-0.14028122,0.03448687,0.100717865,0.19551323,-0.40097558,-0.15766995,-0.046724666,-0.44212002,0.18807451,-0.10390092,0.43132514,0.053305976,-0.3576541,-0.064500175,-0.14658165,-0.16716203,-0.0068395096,0.15273954,0.23617713,-0.17369667,-0.20546894,0.230096,-0.56025606,-0.23968962,-0.16088957,0.23658909,-0.39741975,-0.24988028,0.03201138,-0.038300987,-0.16407685,0.09928518,0.5125695,-0.026809385,0.16813365,0.6709036,0.026723595,-0.33253613,0.28705373,0.0043213842,-0.16386971,-0.26707,0.24094579,-0.09112376,-0.20117453,0.024970656,-0.1896939,-0.22971211,0.117003836,0.37316155,0.15284413,0.113454886,-0.07785397,-0.14646044,0.31396404,0.51494396,0.038282417,0.0087977955,-0.189146,-0.34887844,school
UI,0.17120472,-0.16985413,-0.07574773,0.16208899,0.081675716,-0.27895954,0.09843853,-0.005769084,-0.16742326,-0.5185405,-0.14463356,-0.25907075,-0.3039324,0.04683028,-0.27992043,0.1771882,0.021033397,-0.098027356,-0.20642424,-0.19612314,0.24592067,-0.079059295,0.21420775,-0.34916514,0.08506803,0.29612705,-0.010726829,-0.3166702,0.21455655,0.07516658,0.23131795,0.081683435,-0.24263297,0.14457096,0.012500417,0.0055820877,0.2444006,-0.100909874,-0.15958107,0.08101841,-0.23396917,0.13346668,0.23596914,-0.18078662,0.5686211,-0.3884208,-0.22811253,-0.7515698,0.19698845,0.07281074,-0.17110012,-0.34855995,-0.018101126,0.04295695,-0.044629674,0.0019566175,-0.17393228,-0.42409578,-0.023510644,-0.17711848,-0.07903659,-0.21436766,-0.1632107,0.047994092,school
UGM,0.35855234,-0.21225566,0.3063469,-0.16800785,-0.2490415,-0.312844,0.20716742,-0.12413586,-0.5954995,-0.16976349,0.18620065,-0.062811,-0.16961446,0.36846137,-0.15053026,0.35106102,-0.10730995,0.5815518,0.1589948,-0.010420595,-0.11916193,0.4672442,-0.10828362,-0.1214651,0.28570175,0.2246655,-0.4159512,0.19229317,0.24695224,0.17609394,0.38743067,0.23393536,0.03877992,0.18121009,-0.032584287,0.2242961,0.019200185,0.1516085,0.09888992,-0.06113027,0.25822443,-0.41329074,-0.108826235,-0.039636496,0.26560995,0.14570446,0.029512692,-0.15465432,0.21645294,0.44984156,0.016555008,-0.34161592,0.06364715,-0.062651515,0.24962741,0.5103854,0.42570126,0.114414215,0.15238619,0.20243943,0.19022126,0.061652247,-0.40419242,0.08388292,school
Binus,0.08931733,0.21289812,0.35876262,0.5773433,-0.062465124,-0.1369157,-0.13155463,-0.3125302,-0.23348553,-0.5201007,-0.03331074,-0.25071004,-0.2320724,-0.0028902593,0.12228597,-0.044265866,0.17590432,-0.3230891,0.19783337,0.07919131,0.06279299,0.31598586,0.14194077,-0.0064598657,0.015497015,0.22136569,-0.15684171,-0.25268728,0.20166455,-0.034734283,-0.08588022,0.14755335,0.002369105,-0.09907087,0.4150677,0.24208945,-0.4893628,0.086373255,0.00075759925,-0.027554503,-0.07375978,0.13295023,-0.044268686,-0.26542366,0.058956046,0.01123097,0.033147663,-0.12270113,0.34068477,0.39280933,0.05488044,0.23175803,0.476427,0.44916013,-0.0032701953,0.17762256,0.26096505,-0.07812671,0.115856886,0.40540802,0.07378121,-0.16228154,0.3407307,-0.2125695,school
Unpad,-0.015380748,-0.010587931,0.0075483713,-0.00034280308,0.0051337183,0.0141654555,0.010540685,-0.0156152155,-0.0023740884,-0.004637342,0.014891628,-0.0047707576,0.00048977695,0.009605534,-0.005012324,-0.014121933,0.00094243325,-0.007874073,-0.004428601,0.012742668,0.0009584017,0.00820259,0.00217353,-0.0068297014,-0.004649818,0.008739084,0.005946832,0.013226656,0.0098443255,0.014790388,0.015554002,0.01502301,0.0037761834,0.0012026504,-0.002048416,-0.012199841,0.008205598,0.00069353916,-0.0042365957,-0.010569209,0.013901314,0.0012881309,0.000869181,-0.013219811,-0.012057636,0.006367771,0.007313749,-0.0136981085,0.001733942,-0.006877823,0.010295751,0.011164609,-0.009587858,-0.012354234,-0.011333231,-0.009158207,0.012208391,-0.0041892435,-0.008702993,-0.004800208,0.0020507947,0.009781778,-0.0059077125,-0.013191331,school
ITS,0.37652907,0.18028314,0.31350276,0.10084133,-0.0012913452,-0.2513593,-0.07898789,0.19262427,-0.43220383,-0.2124663,-0.028238766,-0.080902144,-0.2859507,0.19149765,0.04700832,0.13610247,0.11089339,-0.14883043,0.14580275,-0.24231721,-0.08816113,0.051211335,0.16279201,-0.092002064,0.22520958,-0.11956508,-0.19491538,0.030647391,0.051943723,-0.030431975,-0.3411267,-0.30806088,-0.41836995,0.0043170657,-0.03697495,-0.12516305,-0.09149457,0.27339914,0.3494722,-0.3436295,0.034856904,0.18519866,0.617062,0.11458545,0.15436932,-0.1904295,-0.027081016,-0.29779676,0.061528582,0.21191183,-0.1536952,-0.07606063,-0.41301584,0.20771077,0.1336918,0.06313205,-0.113315366,-0.012276653,-0.017109018,0.6132084,-0.26520985,-0.0569843,0.33122352,0.48371366,school
Telkom,-0.3066153,0.25729334,-0.17172092,-0.11528691,-0.25280583,0.08561707,-0.098175414,0.1342511,-0.54187113,-0.053792343,0.48464736,0.082027,-0.20154966,-0.38045195,-0.05556988,-0.06729805,-0.19639969,0.17162219,0.06965397,0.16216339,0.0038132477,0.5191153,0.3108322,0.11847132,0.3128314,0.042912643,-0.07016946,-0.4882259,0.012795323,-0.05476456,-0.21716394,0.11657368,-0.15954036,-0.4777107,-0.116314925,-0.485621,0.35107255,-0.0348609,0.004139435,-0.07775209,0.019599894,0.14696951,0.12494935,-0.3214014,0.05936544,-0.33920607,-0.13002338,0.08599973,0.06342243,0.29336667,0.13225809,-0.12062293,-0.06498611,0.46069068,0.09771142,0.3386169,0.22427955,-0.16873407,-0.30769145,0.096723884,-0.12655154,-0.22985831,-0.2585537,-0.17287973,school
IPB,-0.19006962,-0.11634048,0.32438493,-0.23857988,0.34135807,-0.007549112,0.092172384,-0.106623605,0.08564492,-0.1562024,0.124933906,-0.3123167,-0.29528898,0.1745164,0.11355758,0.037681498,-0.3375911,-0.030422792,0.3078757,0.16823965,0.3096793,0.17293382,0.37102243,-0.35049817,-0.04990103,0.36685535,-0.3104665,0.18126316,0.19409329,0.2975514,0.13459085,-0.12096703,-0.037226487,0.5397474,-0.07171402,0.24499476,0.37472934,-0.30869856,0.29999188,-0.30776682,-0.23631157,0.076157704,0.25496566,-0.119711064,0.029158572,0.12451683,-0.2679223,0.3818659,-0.31545576,0.0071601793,0.25542098,-0.023138827,-0.10248548,0.497255,-0.0035763332,-0.012787623,0.3837017,-0.07154999,-0.13273239,-0.15383168,-0.27489793,-0.41155067,0.034253098,-0.068938196,school
Unair,-0.05807362,-0.37547103,-0.10548308,0.32238042,0.5363563,0.10604338,0.03685877,0.13819322,-0.21272416,0.18879256,0.020946138,-0.15505622,0.08099863,-0.048337143,0.030839229,0.50685996,0.06860936,-0.08458301,-0.18689352,0.50514245,-0.28131598,0.14134005,0.12946305,-0.05725239,0.20291495,-0.087791696,-0.013928436,-0.24040684,-0.008310192,0.056272246,0.15505078,-0.3280728,-0.3374396,0.14931622,-0.13746773,0.035629097,-0.028205134,-0.2196095,-0.055115983,-0.20727529,0.08704443,-0.52245104,0.12447333,0.015820766,-0.13044432,-0.25430873,-0.10574667,-0.040463004,0.2920195,0.17149697,0.2518822,-0.34129566,0.6347036,0.24215421,0.3011634,0.068839446,-0.14037114,0.097161874,-0.22867766,0.13659655,-0.03681115,-0.22483636,0.07983442,0.33866704,school
UMN,-0.087187156,-0.5146098,0.18862331,0.18175705,0.08116951,0.16910098,0.4374615,0.5073894,-0.40422568,-0.20153932,-0.07051581,-0.110156775,-0.16030166,-0.02895727,0.33685842,0.45241845,0.09979259,-0.18765421,0.44620308,0.19523261,0.24151383,0.1951266,0.039152987,-0.15292242,-0.21751146,0.08337524,0.010489258,0.18418278,0.106339656,-0.10954525,0.5584207,-0.015526741,0.039614934,-0.18974929,0.029257476,-0.3253425,0.36770937,0.44195852,-0.3360637,0.13695602,0.11245889,-0.03432228,0.14606032,0.049306042,0.48671103,-0.29713866,0.28429282,0.05886391,0.15768112,0.16571955,-0.24362747,0.12551068,0.02306483,0.041483458,-0.14458565,-0.21783012,0.24534096,0.0005517443,-0.06365519,0.10725753,-0.15560639,-0.18572845,-0.0641183,-0.16988404,school
Jakarta,-0.04062084,0.11562696,0.17641881,0.29911548,0.23357122,-0.05917171,0.025548654,-0.0004950185,-0.2811913,-0.0719056,-0.042609606,-0.27054903,-0.004611517,-0.024686513,-0.101556875,0.08778204,0.035327017,-0.025319431,0.2524692,0.10305831,0.5735932,0.010088157,0.674505,0.032456715,0.10934298,0.24231443,-0.1069108,-0.0040351027,0.22930913,0.038572554,0.074733295,-0.0037292673,-0.34405604,-0.025130004,-0.2796091,0.33879054,0.55468625,-0.013238471,0.081091575,-0.09991479,0.14150994,-0.19637136,0.002258303,0.12141375,0.33630258,-0.27290183,-0.1412376,-0.20420654,0.13724191,0.18112496,0.15410201,0.087326124,0.14265107,0.02692407,-0.08231017,0.025521945,0.16136466,-0.42896616,0.061690334,-0.035884056,-0.042772803,-0.09663566,-0.13061011,0.21747617,city
Bandung,0.15907033,-0.17076449,0.22593646,0.07592301,0.024148285,0.024712862,0.08029088,0.019781722,-0.32983413,-0.2679979,-0.25262722,-0.40544245,-0.08351498,-0.1932077,0.09611587,0.3069822,-0.27125862,-0.27164006,0.14789742,0.4575373,-0.30940962,0.21438387,0.10036674,-0.110341825,0.14073047,-0.18381773,0.3085808,-0.013666768,0.045698464,0.21847948,0.075246125,-0.16818774,-0.6105471,0.4612561,0.07015036,-0.073407784,-0.06329487,-0.37063387,-0.22359692,0.06300476,-0.098347865,0.15323853,0.32883096,-0.10105842,-0.0075424924,0.13039179,0.16390805,-0.026526174,-0.10962709,0.29781452,-0.028856661,-0.5503662,0.11056082,0.004283169,-0.084318385,0.103750266,0.0071436376,-0.13801883,-0.18671194,0.17918584,-0.02652598,-0.13051875,0.2607011,0.095627725,city
Surabaya,0.07313555,-0.1662787,-0.010486439,0.19766073,-0.1975292,-0.25571886,0.09373105,0.22285773,-0.5398323,0.1500443,0.45704377,-0.18639603,-0.08415704,-0.0329627,0.10473265,-0.04236186,-0.069060594,0.28821743,-0.14541408,-0.038371228,0.04518597,0.115401335,0.28767696,-0.4137904,0.06037876,0.0900441,-0.014187826,-0.11555251,0.1301117,0.16116895,-0.15477896,0.18680193,-0.10962503,-0.2800983,0.2366122,-0.46654364,0.40618002,0.026070306,0.11693733,-0.1922824,-0.14129409,-0.1482422,0.21466994,-0.121830314,0.16271545,-0.10926939,0.110041894,-0.012701783,0.010144027,0.43636155,-0.0013237682,-0.07603859,-0.2003039,0.18389873,0.40026516,0.15408869,0.29820225,0.43382624,-0.10305243,-0.019568121,-0.04215447,0.05881281,0.16617344,0.1001963,city
Yogyakarta,-0.19675517,-0.15027362,0.11768245,-0.26164284,-0.19573723,0.016948026,-0.26161692,-0.16240017,-0.19389859,-0.34162566,-0.105879724,-0.12511268,-0.27532724,0.21777421,0.25283688,0.32769233,-0.048132673,-0.048039153,0.12405889,0.19789024,0.090910286,0.19295058,0.1319654,-0.14684655,0.12920073,0.08538793,-0.2515745,-0.11361685,-0.025404789,0.04701811,0.21637468,-0.08206027,-0.04941029,-0.20893252,-0.0979567,0.15196776,-0.14030348,0.21809919,0.2855579,-0.1614147,0.053500332,-0.13640176,-0.14168969,-0.11706434,0.08700218,-0.42730978,0.2244097,-0.00049901183,0.33530417,0.029462798,0.26718095,-0.09418952,0.26498324,0.38322452,0.063995056,-0.119719476,0.12881717,0.16077511,-0.033141278,0.26157388,-0.36860088,0.058669064,0.22127514,0.07525782,city
Depok,0.21082747,-0.0437466,-0.13936657,0.1786983,0.04936488,0.3902013,0.53455675,0.4046357,-0.4212729,-0.06368268,-0.18842322,-0.30548277,-0.28352973,0.22080928,0.25742674,0.052580252,0.24036719,0.09918128,0.13771534,0.3069587,0.22466408,0.16900124,0.05587049,-0.22754772,0.13275056,0.40063488,-0.5731926,-0.019705597,-0.08243157,-0.20787199,0.21303059,0.2446887,0.10730099,0.50266016,-0.20304465,0.07927604,0.38027182,-0.17733923,0.12466551,0.16026701,-0.2931468,0.19359186,-0.023686819,0.07911225,-0.18192616,-0.18978268,-0.14254703,-0.011260959,-0.30628976,0.15057492,-0.09205697,0.021746418,0.11385471,0.24622211,-0.01611708,-0.16172072,0.021916237,-0.04456217,-0.25203082,0.19308974,-0.22745985,-0.15855637,-0.013841518,0.018859455,city
Tangerang,0.019656789,-0.05505253,-0.07630258,0.19712216,-0.012095322,-0.29468933,0.15825227,-0.16705932,-0.30772156,-0.061495613,0.0019776144,-0.011803968,-0.19932911,0.09763633,0.18773638,0.42979282,0.09315146,-0.19600408,0.16900438,-0.3762849,0.196762,0.3444313,0.19569571,-0.12062476,0.09377441,0.07926237,-0.37834454,-0.09758448,0.00089181593,-0.020745268,-0.2958575,-0.1870592,0.010883083,0.08370007,0.13519093,-0.060682386,-0.052541256,0.013766311,-0.06666085,0.15601338,-0.13685222,-0.068156354,0.118504755,0.04894599,-0.004264565,0.19417329,-0.14864326,-0.1810195,0.20515917,-0.04829271,-0.01265373,-0.33521557,0.18980889,0.33298367,-0.049889565,0.63786197,-0.013662866,-0.1884343,0.19419429,0.035591837,0.052645747,-0.52106166,-0.19864292,-0.22359733,city
Entry Level,0.15364888,-0.008803177,-0.40133595,0.0853113,-0.040862553,-0.03963091,-0.006860664,0.29422662,-0.47912875,0.056671713,0.086176895,-0.15120369,-0.22568767,-0.15176293,0.17684102,0.43032324,0.14840494,-0.2015165,0.14780131,0.0014182488,-0.082830414,0.2112068,0.2771925,-0.43305218,-0.33376,-0.18826103,-0.4203642,0.19218282,0.08368801,0.5298296,-0.04865419,-0.02014515,-0.090537235,0.29929405,-0.0034238298,0.06950537,0.13784947,0.20556423,-0.0388085,-0.029312653,0.08487123,0.17917506,0.04426389,-0.12885071,0.07448144,-0.3074908,0.10317544,0.006368369,0.0078106327,0.047188126,0.034360904,-0.15631464,-0.012991707,0.32571784,0.09570468,-0.29485416,0.22637576,-0.010427044,-0.075445674,-0.16546853,-0.40805978,-0.19726962,0.23118734,0.15095049,experience_level
Mid Level,0.012695475,0.27662578,0.33758596,0.31116664,0.11431109,0.18585028,-0.18346478,-0.39565617,-0.2013709,0.19823869,0.3066552,-0.23374343,-0.450342,-0.012790725,0.16657571,0.17174818,-0.096134275,0.18807155,0.23122449,0.12840025,0.17261603,0.035453986,0.10927237,-0.3322847,0.57492864,0.2643153,-0.365872,0.018790986,-0.07571513,-0.30237693,0.12736784,0.04613839,0.05866562,0.28935432,0.15890151,-0.03371809,0.14700915,-0.119859606,0.08000359,0.014420128,-0.13204212,-0.1430944,-0.10754421,-0.28737152,0.05156147,0.09501497,0.13611642,-0.26257133,0.08055671,0.2737432,-0.22195154,0.004080354,0.0070334882,0.13258538,0.22178231,0.21489012,0.25008094,0.4714883,-0.040202726,0.22659975,-0.3433123,-0.33934197,0.16473635,-0.01621689,experience_level
Senior Level,0.07974993,-0.37788537,-0.04436624,-0.13422643,-0.03115288,-0.18076904,0.40527675,0.17977035,-0.71259975,-0.081759065,-0.11693588,-0.33471003,0.03386019,0.13837919,0.004820867,0.22318114,0.10958234,-0.08617624,0.11651086,0.084698424,-0.023364034,0.17591351,0.0013273163,-0.13850011,0.040767465,0.17088135,0.010552446,-0.11233022,-0.002485127,-0.036430877,0.029710539,0.44161344,-0.03502084,-0.10657541,-0.11067225,-0.051355887,0.2949196,-0.08755211,0.12978275,-0.34560075,-0.016638378,-0.26557148,-0.13237073,0.015927134,-0.13620555,-0.15215181,0.0422541,-0.15804371,0.3914412,0.15115121,0.122903615,-0.025033403,0.16586514,0.1653474,0.16160691,0.42720255,0.17877978,-0.17063704,-0.18396893,0.011754498,0.17609641,-0.039665703,0.15602069,0.16254972,experience_level
Manager,-0.19239667,-0.29843634,0.28407642,-0.020085858,-0.092103384,-0.044852227,0.07177362,-0.0351337,-0.0133138,-0.32019344,0.07597299,-0.06531219,-0.04053244,0.019477714,0.23138425,0.3412344,-0.037192747,-0.0023949328,0.14480641,0.28849295,0.327274,-0.061464153,0.37866277,-0.0528298,-0.027838532,-0.006877146,0.07449379,-0.15310626,0.107712984,-0.019237349,-0.13134794,-0.30621856,-0.24234323,-0.009143354,-0.028638138,0.12692256,0.076253645,-0.16070187,-0.17393653,0.17086868,-0.0813527,-0.03703039,0.354856,0.21140432,0.3846376,-0.24477851,0.2710858,-0.0046008606,0.10325328,0.20639454,0.15594997,-0.3645842,0.20701566,0.21766867,-0.0048814146,0.18856643,0.19859688,-0.09057475,-0.08990809,0.2247757,0.024322627,-0.054521047,-0.20288332,0.021982633,experience_level
Director,0.064245194,0.12390377,0.14339875,0.13210697,-0.023702674,-0.17565581,-0.17623709,0.18562007,-0.3274395,-0.3231176,-0.3036753,-0.34999165,-0.1353756,0.27393478,0.106741525,0.062302675,0.051918045,-0.13984351,-0.17124142,-0.17599688,0.07282916,0.42403072,0.21235038,-0.07489371,0.2904804,0.367979,-0.3565443,-0.31921035,-0.022137953,0.1682097,0.057599578,-0.20084739,-0.41168767,-0.30435652,-0.09006553,-0.1723333,0.029682247,0.0701872,0.24983054,-0.10530827,-0.11599098,0.24639097,0.05580169,-0.3485996,-0.113065936,-0.17148133,-0.26834238,0.05666402,0.051228527,0.2819101,0.124920115,-0.06969279,0.08210424,0.07136285,-0.18995461,-0.12915137,-0.18993258,-0.14172605,0.0014098744,0.14158255,-0.37609088,0.008611741,-0.19144529,-0.23822017,experience_level
AWS Certified,-0.051060762,-0.017363846,0.21410225,0.16790542,0.11804398,-0.12869124,0.09319362,0.12791166,-0.36648166,-0.40474987,0.123444326,-0.2756541,0.0013186794,0.23773438,-0.033137627,0.1463935,-0.15358272,0.2796271,-0.08769999,0.256157,0.18731913,-0.1920945,0.21146354,0.0005746458,0.06655405,0.18498339,-0.18558496,-0.053658113,0.17057607,0.18799588,0.16425627,0.09407816,-0.074291125,0.11317418,-0.0626977,0.13720198,-0.04877515,-0.02552476,-0.088223554,-0.16590625,-0.055175472,-0.30980527,0.0083411215,-0.039456252,0.1281257,-0.29539147,0.07874268,-0.1080092,-0.0634091,0.26801246,0.11798886,-0.2365337,0.21914142,0.3563019,-0.06576439,0.13128385,0.214076,-0.1533806,-0.09019565,0.13480729,-0.04851843,-0.08756388,0.028011717,0.27834117,certification
Google Cloud Certified,0.05857012,-0.28097376,0.13918929,0.22194964,-0.021826696,-0.078158095,-0.0110786,0.051642466,-0.1535103,-0.33306614,0.3013362,-0.10046559,-0.24831116,-0.005137328,0.25394085,0.3610693,0.16168603,-0.049525406,0.34070578,0.017695561,0.3024504,0.059077047,0.23650949,-0.22455288,0.34349895,0.086313926,-0.17324251,-0.041241534,0.20376815,0.14197294,0.17567444,-0.02644491,-0.15683182,0.012311,0.13747042,0.045220565,0.17728598,-0.0032496552,0.00042851007,0.07595992,-0.19319609,0.28822353,0.1372936,-0.19535562,0.12310435,-0.35265714,0.183416,0.085240096,0.48031732,-0.08659584,-0.021678153,-0.14977057,-0.010536074,0.21156365,-0.09327821,0.021108136,-0.17704901,-0.16152318,0.035008974,-0.086249284,-0.10676085,0.01714714,0.22493955,0.004463547,certification
Microsoft Certified,0.018245433,0.075294346,0.24032398,0.080991305,0.049527343,-0.06923488,-0.25426313,-0.05745532,-0.5359534,0.13338427,0.071640305,0.031214805,-0.09717775,-0.31054708,0.09152932,0.53861547,-0.25365454,-0.34366637,0.17562212,0.1447022,0.101807445,0.15032981,0.3099413,-0.089856766,0.03385324,-0.016778257,-0.019980881,0.16848421,-0.0065804627,-0.028405719,-0.28121445,0.011544685,-0.3429934,-0.098934144,0.12214456,0.00502884,0.16371973,-0.10926588,0.111595914,-0.02189506,0.18245308,0.02001901,0.31805757,-0.029685305,0.29865062,0.019259881,-0.052370876,-0.0275703,0.11806639,0.5168395,-0.2591535,-0.17745373,-0.19506687,0.06632311,0.106898695,0.08903526,0.2493969,0.011261449,-0.09837464,0.17659356,-0.18552466,-0.10447161,-0.13652681,0.16115043,certification
Cisco Certified,0.11718325,-0.050693627,0.12026533,0.06434451,-0.21522428,-0.031469036,0.41088492,-0.07626738,-0.25743616,-0.1282389,-0.0011241642,-0.29778355,-0.21481152,0.07441799,0.19311132,0.013001245,0.13228072,-0.058899116,-0.0051351422,-0.12243843,0.096457124,0.40664458,-0.124210134,-0.2558489,0.050277803,0.04717519,0.13960497,-0.26892745,-0.3851731,-0.11921696,0.11750543,-0.19327615,-0.27189693,-0.26374456,-0.08095587,-0.2154808,0.19565079,-0.13921481,0.0084076775,-0.2580554,-0.12219549,-0.21695784,0.06243362,0.13872153,0.056829695,-0.07407817,0.11622387,-0.096326336,-0.113168865,0.06890078,0.03728831,-0.27303135,0.3293472,0.2181155,-0.020215902,0.14512606,0.1359749,-0.011561011,-0.13008772,0.46515614,-0.30589122,-0.2604304,-0.07672436,0.10203307,certification
CompTIA Certified,0.0546662,-0.2731416,-0.20115913,-0.008982925,0.19474229,0.04045314,0.005938148,-0.13263686,-0.11024827,-0.17257611,-0.27066675,-0.40175942,-0.13642327,0.15370402,0.199079,0.2177992,-0.34556177,-0.3044556,0.17282313,-0.13203621,0.025805624,0.3836823,0.23633067,-0.22517051,-0.11215353,0.07385094,-0.29190353,-0.09558883,0.03421455,0.14793958,-0.35322827,-0.078118496,-0.09396244,0.2093472,0.053017933,-0.1829528,0.39716437,0.139302,0.1179602,-0.15301166,-0.06633866,0.10373933,0.19573243,-0.057192992,-0.13744844,-0.14532527,-0.12032227,-0.26716343,-0.013172587,0.13922407,-0.062460076,-0.01880047,-0.025812628,0.26025763,-0.0035355636,0.2905317,0.21724021,0.06079319,0.020897362,-0.012790269,0.10134489,-0.3130278,0.029789107,-0.26391086,certification
Software Engineer,0.0065212976,-0.0060682036,-0.0019311048,0.012629652,-0.009539871,0.008852603,-0.010651849,-0.004783353,-0.008306079,0.0026829224,0.015391843,0.004055688,-0.0021738913,0.013647307,-0.006152397,0.014509322,-0.010750422,0.007237876,-0.0007960461,-0.010711515,0.0060904194,0.0029793736,-0.0023918375,-0.013097409,-0.0049953684,-0.0021594148,-0.003640024,0.008080665,0.0011843741,0.010019882,-0.006444901,-0.0043462683,-0.005867906,-0.0067746714,0.0034592822,0.0070061684,0.00028030388,0.01280896,0.003662305,0.0102515295,0.009962391,0.005846774,0.009249231,-0.004152896,0.008044191,-0.005657153,-0.009175641,0.007814564,-0.0065191146,0.004931312,-0.010574177,-0.015137004,0.012741726,0.00025328808,0.0018728413,0.014935417,-0.012687057,-0.0064486396,0.0036194026,0.014461204,0.0005224254,0.00967066,0.002144264,0.0016148612,job_role
Data Scientist,0.28999782,-0.40305224,-0.7599843,0.5573959,0.03392452,0.11947244,0.030198421,-0.07735879,-0.4957421,-0.06364593,-0.44798747,0.061247792,-0.08934367,0.31538785,-0.113795295,0.39277956,-0.21860154,0.013638687,-0.060065687,-0.094425805,0.38155264,0.28169554,0.53748894,-0.42359266,0.060590073,-0.27692756,-0.52201796,0.35549518,-0.29537398,0.089347504,-0.29541796,-0.23166381,0.02825457,0.3443923,0.14950928,-0.3823566,-0.11187969,-0.08350072,-0.37226072,0.10227521,-0.18847892,0.1642323,-0.15487124,-0.48110697,0.05600965,-0.38136688,-0.104876354,0.23204091,0.3330008,0.0692511,0.028167574,0.08458923,0.39301458,0.20033269,-0.11596428,0.32004613,0.21778768,-0.06324779,0.018945193,0.17122187,-0.10665194,-0.18296607,-0.16965862,-0.30686852,job_role
