applicant,job,accepted
Gilang Lestari,job_3,0
Gilang Lestari,job_2,1
Gilang Nugroho,job_5,1
Gilang Nugroho,job_6,1
Gilang Siregar,job_7,1
Gilang Siregar,job_9,1
Gilang Yulianto,job_5,1
Gilang Yulianto,job_2,1
Gilang Kusuma,job_6,1
Gilang Kusuma,job_5,1
Gilang Hidayat,job_9,1
Gilang Hidayat,job_2,1
Gilang Purnama,job_2,1
Gilang Purnama,job_9,1
Gilang aditya,job_5,1
Gilang aditya,job_6,1
Gilang Prasetyo,job_5,0
Gilang Prasetyo,job_9,0
Gilang Sutrisno,job_6,0
Gilang Sutrisno,job_3,0
Gilang Wulandari,job_2,1
Gilang Wulandari,job_6,0
Gilang Siregar,job_4,1
Gilang Siregar,job_2,1
Gilang Haryanto,job_5,0
Gilang Haryanto,job_4,1
Gilang Larasati,job_8,1
Gilang Larasati,job_5,1
Gilang Prabuwono,job_1,0
Gilang Prabuwono,job_3,0
Gilang Kurniawan,job_0,1
Gilang Kurniawan,job_9,0
Gilang Sukmawati,job_3,1
Gilang Sukmawati,job_2,0
Gilang Wicaksono,job_2,1
Gilang Wicaksono,job_9,0
Gilang Sutanto,job_1,0
Gilang Sutanto,job_5,1
Gilang Wicaksono,job_1,1
Gilang Wicaksono,job_5,0
Gilang Prabowo,job_8,1
Gilang Prabowo,job_6,0
Gilang Haryanto,job_4,1
Gilang Haryanto,job_0,1
Gilang Lestari,job_8,1
Gilang Lestari,job_5,1
Gilang Nugroho,job_6,0
Gilang Nugroho,job_4,0
Gilang Siregar,job_0,0
Gilang Siregar,job_9,1
Gilang Yulianto,job_8,1
Gilang Yulianto,job_7,1
Gilang Kusuma,job_3,1
Gilang Kusuma,job_5,0
Gilang Hidayat,job_6,1
Gilang Hidayat,job_9,0
Gilang Purnama,job_4,0
Gilang Purnama,job_1,0
Hana Santoso,job_3,0
Hana Santoso,job_4,1
Hana Wibowo,job_2,0
Hana Wibowo,job_6,1
Hana Utami,job_3,1
Hana Utami,job_2,0
Hana Saputra,job_0,1
Hana Saputra,job_4,1
Hana Wijaya,job_3,1
Hana Wijaya,job_1,0
Hana Halim,job_8,1
Hana Halim,job_1,0
Hana Ramadhan,job_7,0
Hana Ramadhan,job_2,1
Hana Hernawan,job_9,1
Hana Hernawan,job_4,0
Hana Fauzi,job_2,0
Hana Fauzi,job_8,1
Hana Permata,job_8,1
Hana Permata,job_0,0
Hana Suryanto,job_6,1
Hana Suryanto,job_9,0
Hana Prabowo,job_2,1
Hana Prabowo,job_0,1
Hana Sihombing,job_3,1
Hana Sihombing,job_2,1
Hana Gunawan,job_6,0
Hana Gunawan,job_3,1
Hana Lestari,job_0,0
Hana Lestari,job_5,1
Hana Nugroho,job_8,1
Hana Nugroho,job_3,1
Hana Siregar,job_5,0
Hana Siregar,job_8,0
Hana Yulianto,job_9,1
Hana Yulianto,job_2,1
Hana Kusuma,job_9,1
Hana Kusuma,job_0,1
Hana Hidayat,job_6,0
Hana Hidayat,job_2,1
Hana Purnama,job_3,1
Hana Purnama,job_9,1
Hana aditya,job_3,0
Hana aditya,job_8,1
Hana Prasetyo,job_3,0
Hana Prasetyo,job_9,0
Hana Sutrisno,job_1,1
Hana Sutrisno,job_8,1
Hana Wulandari,job_8,1
Hana Wulandari,job_6,0
Hana Siregar,job_3,0
Hana Siregar,job_6,0
Hana Haryanto,job_1,0
Hana Haryanto,job_0,1
Hana Larasati,job_8,1
Hana Larasati,job_2,1
Hana Prabuwono,job_9,1
Hana Prabuwono,job_2,0
Hana Kurniawan,job_8,1
Hana Kurniawan,job_3,1
Hana Sukmawati,job_9,0
Hana Sukmawati,job_1,1
Hana Wicaksono,job_0,0
Hana Wicaksono,job_6,1
Hana Sutanto,job_6,0
Hana Sutanto,job_1,1
Hana Wicaksono,job_5,1
Hana Wicaksono,job_2,0
Hana Prabowo,job_8,1
Hana Prabowo,job_9,0
Hana Haryanto,job_4,0
Hana Haryanto,job_3,0
Hana Lestari,job_7,0
Hana Lestari,job_9,1
Hana Nugroho,job_8,1
Hana Nugroho,job_1,1
Hana Siregar,job_9,0
Hana Siregar,job_8,1
Hana Yulianto,job_4,0
Hana Yulianto,job_5,1
Hana Kusuma,job_0,0
Hana Kusuma,job_2,1
Hana Hidayat,job_6,1
Hana Hidayat,job_8,1
Hana Purnama,job_5,1
Hana Purnama,job_1,1
Ika Santoso,job_4,0
Ika Santoso,job_8,0
Ika Wibowo,job_2,1
Ika Wibowo,job_5,0
Ika Utami,job_6,0
Ika Utami,job_0,0
Ika Saputra,job_2,0
Ika Saputra,job_0,0
Ika Wijaya,job_2,1
Ika Wijaya,job_6,0
Ika Halim,job_4,1
Ika Halim,job_1,1
Ika Ramadhan,job_6,1
Ika Ramadhan,job_7,1
Ika Hernawan,job_9,1
Ika Hernawan,job_7,0
Ika Fauzi,job_4,1
Ika Fauzi,job_8,0
Ika Permata,job_9,0
Ika Permata,job_4,1
Ika Suryanto,job_8,0
Ika Suryanto,job_3,0
Ika Prabowo,job_4,1
Ika Prabowo,job_1,1
Ika Sihombing,job_7,0
Ika Sihombing,job_8,1
Ika Gunawan,job_6,0
Ika Gunawan,job_8,1
Ika Lestari,job_6,1
Ika Lestari,job_4,0
Ika Nugroho,job_4,1
Ika Nugroho,job_9,1
Ika Siregar,job_2,0
Ika Siregar,job_8,0
Ika Yulianto,job_5,1
Ika Yulianto,job_2,0
Ika Kusuma,job_0,1
Ika Kusuma,job_2,0
Ika Hidayat,job_0,1
Ika Hidayat,job_6,1
Ika Purnama,job_0,0
Ika Purnama,job_9,1
Ika aditya,job_8,1
Ika aditya,job_4,1
Ika Prasetyo,job_3,1
Ika Prasetyo,job_0,1
Ika Sutrisno,job_8,0
Ika Sutrisno,job_3,0
Ika Wulandari,job_5,1
Ika Wulandari,job_7,0
Ika Siregar,job_8,0
Ika Siregar,job_3,0
Ika Haryanto,job_4,0
Ika Haryanto,job_1,1
Ika Larasati,job_3,1
Ika Larasati,job_0,0
Ika Prabuwono,job_5,1
Ika Prabuwono,job_0,1
Ika Kurniawan,job_5,0
Ika Kurniawan,job_6,0
Ika Sukmawati,job_9,0
Ika Sukmawati,job_5,1
Ika Wicaksono,job_5,1
Ika Wicaksono,job_6,1
Ika Sutanto,job_9,0
Ika Sutanto,job_3,0
Ika Wicaksono,job_4,1
Ika Wicaksono,job_6,1
Ika Prabowo,job_7,1
Ika Prabowo,job_0,1
Ika Haryanto,job_2,0
Ika Haryanto,job_6,0
Ika Lestari,job_0,0
Ika Lestari,job_1,1
Ika Nugroho,job_5,1
Ika Nugroho,job_1,1
Ika Siregar,job_4,0
Ika Siregar,job_9,1
Ika Yulianto,job_9,1
Ika Yulianto,job_0,1
Ika Kusuma,job_5,1
Ika Kusuma,job_6,0
Ika Hidayat,job_5,1
Ika Hidayat,job_2,1
Ika Purnama,job_2,1
Ika Purnama,job_9,0
Jaya Santoso,job_9,0
Jaya Santoso,job_6,1
Jaya Wibowo,job_6,1
Jaya Wibowo,job_2,0
Jaya Utami,job_1,1
Jaya Utami,job_0,1
Jaya Saputra,job_4,0
Jaya Saputra,job_7,1
Jaya Wijaya,job_4,0
Jaya Wijaya,job_7,1
Jaya Halim,job_4,1
Jaya Halim,job_5,1
Jaya Ramadhan,job_6,1
Jaya Ramadhan,job_5,0
Jaya Hernawan,job_3,1
Jaya Hernawan,job_8,1
Jaya Fauzi,job_1,1
Jaya Fauzi,job_2,0
Jaya Permata,job_3,1
Jaya Permata,job_1,0
Jaya Suryanto,job_9,1
Jaya Suryanto,job_0,1
Jaya Prabowo,job_2,0
Jaya Prabowo,job_9,0
Jaya Sihombing,job_1,1
Jaya Sihombing,job_7,0
Jaya Gunawan,job_2,1
Jaya Gunawan,job_7,1
Jaya Lestari,job_4,0
Jaya Lestari,job_8,0
Jaya Nugroho,job_9,1
Jaya Nugroho,job_5,0
Jaya Siregar,job_5,1
Jaya Siregar,job_8,1
Jaya Yulianto,job_4,1
Jaya Yulianto,job_2,1
Jaya Kusuma,job_5,1
Jaya Kusuma,job_1,0
Jaya Hidayat,job_5,1
Jaya Hidayat,job_7,1
Jaya Purnama,job_1,1
Jaya Purnama,job_0,1
Jaya aditya,job_0,1
Jaya aditya,job_5,1
Jaya Prasetyo,job_7,1
Jaya Prasetyo,job_9,0
Jaya Sutrisno,job_5,1
Jaya Sutrisno,job_3,1
Jaya Wulandari,job_7,0
Jaya Wulandari,job_8,0
Jaya Siregar,job_4,0
Jaya Siregar,job_1,0
Jaya Haryanto,job_1,1
Jaya Haryanto,job_5,0
Jaya Larasati,job_9,1
Jaya Larasati,job_7,1
Jaya Prabuwono,job_9,1
Jaya Prabuwono,job_3,1
Jaya Kurniawan,job_8,1
Jaya Kurniawan,job_9,1
Jaya Sukmawati,job_8,1
Jaya Sukmawati,job_3,0
Jaya Wicaksono,job_1,1
Jaya Wicaksono,job_3,0
Jaya Sutanto,job_9,0
Jaya Sutanto,job_2,1
Jaya Wicaksono,job_7,1
Jaya Wicaksono,job_8,1
Jaya Prabowo,job_8,1
Jaya Prabowo,job_1,1
Jaya Haryanto,job_8,1
Jaya Haryanto,job_7,1
Jaya Lestari,job_8,1
Jaya Lestari,job_6,1
Jaya Nugroho,job_5,1
Jaya Nugroho,job_2,0
Jaya Siregar,job_6,0
Jaya Siregar,job_5,1
Jaya Yulianto,job_5,1
Jaya Yulianto,job_3,0
Jaya Kusuma,job_8,1
Jaya Kusuma,job_0,0
Jaya Hidayat,job_1,0
Jaya Hidayat,job_5,0
Jaya Purnama,job_4,0
Jaya Purnama,job_9,1
Kirana Santoso,job_7,0
Kirana Santoso,job_9,0
Kirana Wibowo,job_9,0
Kirana Wibowo,job_6,1
Kirana Utami,job_4,1
Kirana Utami,job_3,1
Kirana Saputra,job_9,0
Kirana Saputra,job_4,0
Kirana Wijaya,job_6,0
Kirana Wijaya,job_4,1
Kirana Halim,job_9,0
Kirana Halim,job_0,1
Kirana Ramadhan,job_8,1
Kirana Ramadhan,job_9,1
Kirana Hernawan,job_0,0
Kirana Hernawan,job_8,0
Kirana Fauzi,job_5,1
Kirana Fauzi,job_2,1
Kirana Permata,job_9,0
Kirana Permata,job_6,1
Kirana Suryanto,job_4,1
Kirana Suryanto,job_2,1
Kirana Prabowo,job_8,1
Kirana Prabowo,job_9,0
Kirana Sihombing,job_9,0
Kirana Sihombing,job_7,1
Kirana Gunawan,job_8,0
Kirana Gunawan,job_5,0
Kirana Lestari,job_5,0
Kirana Lestari,job_9,1
Kirana Nugroho,job_8,0
Kirana Nugroho,job_1,1
Kirana Siregar,job_2,1
Kirana Siregar,job_1,1
Kirana Yulianto,job_8,0
Kirana Yulianto,job_1,1
Kirana Kusuma,job_8,0
Kirana Kusuma,job_3,0
Kirana Hidayat,job_7,1
Kirana Hidayat,job_1,0
Kirana Purnama,job_9,1
Kirana Purnama,job_8,0
Kirana aditya,job_5,0
Kirana aditya,job_1,0
Kirana Prasetyo,job_3,0
Kirana Prasetyo,job_6,0
Kirana Sutrisno,job_8,0
Kirana Sutrisno,job_6,1
Kirana Wulandari,job_2,0
Kirana Wulandari,job_3,1
Kirana Siregar,job_8,0
Kirana Siregar,job_5,0
Kirana Haryanto,job_1,1
Kirana Haryanto,job_9,0
Kirana Larasati,job_7,1
Kirana Larasati,job_8,0
Kirana Prabuwono,job_5,0
Kirana Prabuwono,job_0,1
Kirana Kurniawan,job_9,0
Kirana Kurniawan,job_2,1
Kirana Sukmawati,job_9,1
Kirana Sukmawati,job_0,1
Kirana Wicaksono,job_6,1
Kirana Wicaksono,job_9,1
Kirana Sutanto,job_5,0
Kirana Sutanto,job_1,0
Kirana Wicaksono,job_8,0
Kirana Wicaksono,job_9,0
Kirana Prabowo,job_7,0
Kirana Prabowo,job_0,0
Kirana Haryanto,job_3,0
Kirana Haryanto,job_2,1
Kirana Lestari,job_1,1
Kirana Lestari,job_9,0
Kirana Nugroho,job_1,1
Kirana Nugroho,job_0,0
Kirana Siregar,job_2,1
Kirana Siregar,job_7,0
Kirana Yulianto,job_5,1
Kirana Yulianto,job_9,0
Kirana Kusuma,job_0,0
Kirana Kusuma,job_9,1
Kirana Hidayat,job_8,0
Kirana Hidayat,job_1,0
Kirana Purnama,job_0,1
Kirana Purnama,job_4,0
Lutfi Santoso,job_4,0
Lutfi Santoso,job_3,1
Lutfi Wibowo,job_1,0
Lutfi Wibowo,job_5,0
Lutfi Utami,job_8,1
Lutfi Utami,job_7,1
Lutfi Saputra,job_2,1
Lutfi Saputra,job_7,0
Lutfi Wijaya,job_8,0
Lutfi Wijaya,job_6,1
Lutfi Halim,job_3,0
Lutfi Halim,job_0,0
Lutfi Ramadhan,job_8,0
Lutfi Ramadhan,job_5,0
Lutfi Hernawan,job_6,1
Lutfi Hernawan,job_1,0
Lutfi Fauzi,job_7,1
Lutfi Fauzi,job_3,1
Lutfi Permata,job_6,1
Lutfi Permata,job_9,0
Lutfi Suryanto,job_2,1
Lutfi Suryanto,job_5,0
Lutfi Prabowo,job_1,1
Lutfi Prabowo,job_6,1
Lutfi Sihombing,job_9,0
Lutfi Sihombing,job_0,0
Lutfi Gunawan,job_3,1
Lutfi Gunawan,job_7,0
Lutfi Lestari,job_2,0
Lutfi Lestari,job_8,0
Lutfi Nugroho,job_6,1
Lutfi Nugroho,job_9,1
Lutfi Siregar,job_4,0
Lutfi Siregar,job_2,1
Lutfi Yulianto,job_4,1
Lutfi Yulianto,job_9,0
Lutfi Kusuma,job_6,1
Lutfi Kusuma,job_1,1
Lutfi Hidayat,job_7,0
Lutfi Hidayat,job_5,1
Lutfi Purnama,job_8,1
Lutfi Purnama,job_4,1
Lutfi aditya,job_5,1
Lutfi aditya,job_1,0
Lutfi Prasetyo,job_8,1
Lutfi Prasetyo,job_0,0
Lutfi Sutrisno,job_0,1
Lutfi Sutrisno,job_4,1
Lutfi Wulandari,job_6,0
Lutfi Wulandari,job_2,1
Lutfi Siregar,job_1,0
Lutfi Siregar,job_4,0
Lutfi Haryanto,job_7,0
Lutfi Haryanto,job_1,1
Lutfi Larasati,job_9,0
Lutfi Larasati,job_5,0
Lutfi Prabuwono,job_9,0
Lutfi Prabuwono,job_6,1
Lutfi Kurniawan,job_7,1
Lutfi Kurniawan,job_6,0
Lutfi Sukmawati,job_9,1
Lutfi Sukmawati,job_0,1
Lutfi Wicaksono,job_8,0
Lutfi Wicaksono,job_4,1
Lutfi Sutanto,job_4,0
Lutfi Sutanto,job_5,1
Lutfi Wicaksono,job_3,1
Lutfi Wicaksono,job_5,0
Lutfi Prabowo,job_2,1
Lutfi Prabowo,job_7,1
Lutfi Haryanto,job_3,0
Lutfi Haryanto,job_0,0
Lutfi Lestari,job_8,0
Lutfi Lestari,job_9,0
Lutfi Nugroho,job_6,0
Lutfi Nugroho,job_4,0
Lutfi Siregar,job_0,1
Lutfi Siregar,job_3,1
Lutfi Yulianto,job_8,0
Lutfi Yulianto,job_9,0
Lutfi Kusuma,job_3,1
Lutfi Kusuma,job_8,1
Lutfi Hidayat,job_5,1
Lutfi Hidayat,job_8,1
Lutfi Purnama,job_6,1
Lutfi Purnama,job_4,1
Maya Santoso,job_4,1
Maya Santoso,job_1,1
Maya Wibowo,job_0,0
Maya Wibowo,job_1,1
Maya Utami,job_8,0
Maya Utami,job_6,1
Maya Saputra,job_2,1
Maya Saputra,job_6,1
Maya Wijaya,job_2,0
Maya Wijaya,job_0,1
Maya Halim,job_2,0
Maya Halim,job_3,0
Maya Ramadhan,job_5,0
Maya Ramadhan,job_7,1
Maya Hernawan,job_4,1
Maya Hernawan,job_1,0
Maya Fauzi,job_7,1
Maya Fauzi,job_4,1
Maya Permata,job_4,0
Maya Permata,job_5,1
Maya Suryanto,job_8,1
Maya Suryanto,job_1,0
Maya Prabowo,job_9,1
Maya Prabowo,job_4,0
Maya Sihombing,job_2,0
Maya Sihombing,job_9,1
Maya Gunawan,job_7,1
Maya Gunawan,job_0,1
Maya Lestari,job_7,1
Maya Lestari,job_2,0
Maya Nugroho,job_9,1
Maya Nugroho,job_6,1
Maya Siregar,job_1,0
Maya Siregar,job_7,1
Maya Yulianto,job_2,1
Maya Yulianto,job_4,0
Maya Kusuma,job_3,0
Maya Kusuma,job_2,1
Maya Hidayat,job_9,1
Maya Hidayat,job_0,1
Maya Purnama,job_8,1
Maya Purnama,job_6,1
Maya aditya,job_0,1
Maya aditya,job_7,0
Maya Prasetyo,job_7,1
Maya Prasetyo,job_2,0
Maya Sutrisno,job_0,0
Maya Sutrisno,job_9,0
Maya Wulandari,job_3,0
Maya Wulandari,job_6,0
Maya Siregar,job_2,1
Maya Siregar,job_1,1
Maya Haryanto,job_8,1
Maya Haryanto,job_0,1
Maya Larasati,job_9,1
Maya Larasati,job_5,1
Maya Prabuwono,job_3,1
Maya Prabuwono,job_2,0
Maya Kurniawan,job_0,0
Maya Kurniawan,job_9,1
Maya Sukmawati,job_7,1
Maya Sukmawati,job_1,0
Maya Wicaksono,job_7,1
Maya Wicaksono,job_2,1
Maya Sutanto,job_8,1
Maya Sutanto,job_6,0
Maya Wicaksono,job_7,0
Maya Wicaksono,job_1,0
Maya Prabowo,job_2,1
Maya Prabowo,job_1,0
Maya Haryanto,job_5,0
Maya Haryanto,job_4,0
Maya Lestari,job_7,1
Maya Lestari,job_1,1
Maya Nugroho,job_1,0
Maya Nugroho,job_7,1
Maya Siregar,job_4,1
Maya Siregar,job_3,0
Maya Yulianto,job_2,0
Maya Yulianto,job_3,1
Maya Kusuma,job_2,1
Maya Kusuma,job_9,1
Maya Hidayat,job_6,1
Maya Hidayat,job_0,1
Maya Purnama,job_9,0
Maya Purnama,job_4,1
Nanda Santoso,job_0,1
Nanda Santoso,job_4,0
Nanda Wibowo,job_7,1
Nanda Wibowo,job_2,1
Nanda Utami,job_2,0
Nanda Utami,job_6,1
Nanda Saputra,job_1,0
Nanda Saputra,job_3,0
Nanda Wijaya,job_1,0
Nanda Wijaya,job_7,1
Nanda Halim,job_8,0
Nanda Halim,job_0,0
Nanda Ramadhan,job_4,0
Nanda Ramadhan,job_5,1
Nanda Hernawan,job_8,1
Nanda Hernawan,job_5,1
Nanda Fauzi,job_1,0
Nanda Fauzi,job_9,1
Nanda Permata,job_8,1
Nanda Permata,job_1,0
Nanda Suryanto,job_6,0
Nanda Suryanto,job_4,0
Nanda Prabowo,job_6,0
Nanda Prabowo,job_4,1
Nanda Sihombing,job_8,1
Nanda Sihombing,job_6,0
Nanda Gunawan,job_0,1
Nanda Gunawan,job_9,1
Nanda Lestari,job_7,1
Nanda Lestari,job_4,1
Nanda Nugroho,job_7,0
Nanda Nugroho,job_8,0
Nanda Siregar,job_1,0
Nanda Siregar,job_0,0
Nanda Yulianto,job_9,1
Nanda Yulianto,job_2,1
Nanda Kusuma,job_0,0
Nanda Kusuma,job_6,1
Nanda Hidayat,job_8,1
Nanda Hidayat,job_3,0
Nanda Purnama,job_2,0
Nanda Purnama,job_3,0
Nanda aditya,job_4,1
Nanda aditya,job_8,0
Nanda Prasetyo,job_7,1
Nanda Prasetyo,job_0,1
Nanda Sutrisno,job_9,0
Nanda Sutrisno,job_8,1
Nanda Wulandari,job_2,0
Nanda Wulandari,job_9,1
Nanda Siregar,job_1,1
Nanda Siregar,job_2,0
Nanda Haryanto,job_2,1
Nanda Haryanto,job_0,1
Nanda Larasati,job_3,1
Nanda Larasati,job_9,1
Nanda Prabuwono,job_8,1
Nanda Prabuwono,job_9,0
Nanda Kurniawan,job_6,1
Nanda Kurniawan,job_7,1
Nanda Sukmawati,job_0,1
Nanda Sukmawati,job_9,0
Nanda Wicaksono,job_9,1
Nanda Wicaksono,job_1,1
Nanda Sutanto,job_0,1
Nanda Sutanto,job_9,0
Nanda Wicaksono,job_1,1
Nanda Wicaksono,job_6,1
Nanda Prabowo,job_2,1
Nanda Prabowo,job_3,0
Nanda Haryanto,job_7,0
Nanda Haryanto,job_8,1
Nanda Lestari,job_7,1
Nanda Lestari,job_0,0
Nanda Nugroho,job_5,1
Nanda Nugroho,job_4,0
Nanda Siregar,job_1,0
Nanda Siregar,job_8,0
Nanda Yulianto,job_6,1
Nanda Yulianto,job_3,1
Nanda Kusuma,job_9,1
Nanda Kusuma,job_8,1
Nanda Hidayat,job_6,0
Nanda Hidayat,job_1,0
Nanda Purnama,job_3,1
Nanda Purnama,job_7,1
Omar Santoso,job_1,1
Omar Santoso,job_5,0
Omar Wibowo,job_5,1
Omar Wibowo,job_4,1
Omar Utami,job_9,1
Omar Utami,job_4,1
Omar Saputra,job_4,1
Omar Saputra,job_0,1
Omar Wijaya,job_3,1
Omar Wijaya,job_4,1
Omar Halim,job_5,0
Omar Halim,job_6,0
Omar Ramadhan,job_4,0
Omar Ramadhan,job_9,0
Omar Hernawan,job_6,0
Omar Hernawan,job_9,0
Omar Fauzi,job_1,0
Omar Fauzi,job_0,1
Omar Permata,job_0,0
Omar Permata,job_2,0
Omar Suryanto,job_1,1
Omar Suryanto,job_8,1
Omar Prabowo,job_3,1
Omar Prabowo,job_8,0
Omar Sihombing,job_4,1
Omar Sihombing,job_0,0
Omar Gunawan,job_2,0
Omar Gunawan,job_0,1
Omar Lestari,job_1,1
Omar Lestari,job_7,1
Omar Nugroho,job_2,1
Omar Nugroho,job_7,0
Omar Siregar,job_3,1
Omar Siregar,job_6,1
Omar Yulianto,job_3,0
Omar Yulianto,job_5,1
Omar Kusuma,job_4,1
Omar Kusuma,job_1,1
Omar Hidayat,job_8,0
Omar Hidayat,job_2,1
Omar Purnama,job_8,0
Omar Purnama,job_1,0
Omar aditya,job_2,1
Omar aditya,job_5,1
Omar Prasetyo,job_6,0
Omar Prasetyo,job_1,1
Omar Sutrisno,job_9,1
Omar Sutrisno,job_2,1
Omar Wulandari,job_6,1
Omar Wulandari,job_0,1
Omar Siregar,job_3,1
Omar Siregar,job_8,1
Omar Haryanto,job_1,1
Omar Haryanto,job_2,0
Omar Larasati,job_9,1
Omar Larasati,job_6,1
Omar Prabuwono,job_0,0
Omar Prabuwono,job_4,0
Omar Kurniawan,job_0,0
Omar Kurniawan,job_7,0
Omar Sukmawati,job_5,0
Omar Sukmawati,job_3,0
Omar Wicaksono,job_4,1
Omar Wicaksono,job_9,1
Omar Sutanto,job_4,0
Omar Sutanto,job_2,0
Omar Wicaksono,job_6,0
Omar Wicaksono,job_3,1
Omar Prabowo,job_0,0
Omar Prabowo,job_1,1
Omar Haryanto,job_0,1
Omar Haryanto,job_5,0
Omar Lestari,job_3,1
Omar Lestari,job_4,1
Omar Nugroho,job_3,1
Omar Nugroho,job_5,1
Omar Siregar,job_7,1
Omar Siregar,job_6,1
Omar Yulianto,job_5,1
Omar Yulianto,job_1,1
Omar Kusuma,job_7,1
Omar Kusuma,job_2,0
Omar Hidayat,job_8,0
Omar Hidayat,job_6,0
Omar Purnama,job_6,0
Omar Purnama,job_5,0
Puti Santoso,job_2,1
Puti Santoso,job_9,1
Puti Wibowo,job_9,0
Puti Wibowo,job_7,0
Puti Utami,job_8,0
Puti Utami,job_7,0
Puti Saputra,job_9,0
Puti Saputra,job_4,0
Puti Wijaya,job_2,0
Puti Wijaya,job_0,1
Puti Halim,job_0,0
Puti Halim,job_6,1
Puti Ramadhan,job_8,1
Puti Ramadhan,job_4,0
Puti Hernawan,job_4,1
Puti Hernawan,job_2,1
Puti Fauzi,job_4,1
Puti Fauzi,job_3,1
Puti Permata,job_6,1
Puti Permata,job_9,0
Puti Suryanto,job_2,1
Puti Suryanto,job_1,0
Puti Prabowo,job_4,1
Puti Prabowo,job_5,1
Puti Sihombing,job_2,0
Puti Sihombing,job_0,0
Puti Gunawan,job_4,0
Puti Gunawan,job_9,1
Puti Lestari,job_1,0
Puti Lestari,job_9,0
Puti Nugroho,job_3,1
Puti Nugroho,job_8,0
Puti Siregar,job_7,1
Puti Siregar,job_3,0
Puti Yulianto,job_3,1
Puti Yulianto,job_4,1
Puti Kusuma,job_4,0
Puti Kusuma,job_8,0
Puti Hidayat,job_2,0
Puti Hidayat,job_1,1
Puti Purnama,job_6,1
Puti Purnama,job_8,1
Puti aditya,job_4,1
Puti aditya,job_0,1
Puti Prasetyo,job_1,1
Puti Prasetyo,job_0,1
Puti Sutrisno,job_5,1
Puti Sutrisno,job_4,0
Puti Wulandari,job_1,1
Puti Wulandari,job_2,1
Puti Siregar,job_6,1
Puti Siregar,job_0,0
Puti Haryanto,job_8,1
Puti Haryanto,job_6,0
Puti Larasati,job_7,1
Puti Larasati,job_2,0
Puti Prabuwono,job_8,1
Puti Prabuwono,job_6,1
Puti Kurniawan,job_2,0
Puti Kurniawan,job_0,1
Puti Sukmawati,job_9,0
Puti Sukmawati,job_7,0
Puti Wicaksono,job_9,1
Puti Wicaksono,job_0,0
Puti Sutanto,job_0,1
Puti Sutanto,job_9,0
Puti Wicaksono,job_7,1
Puti Wicaksono,job_1,0
Puti Prabowo,job_7,0
Puti Prabowo,job_1,1
Puti Haryanto,job_8,1
Puti Haryanto,job_6,1
Puti Lestari,job_6,1
Puti Lestari,job_2,0
Puti Nugroho,job_9,0
Puti Nugroho,job_0,1
Puti Siregar,job_9,0
Puti Siregar,job_4,0
Puti Yulianto,job_8,0
Puti Yulianto,job_5,0
Puti Kusuma,job_1,1
Puti Kusuma,job_9,1
Puti Hidayat,job_3,1
Puti Hidayat,job_5,0
Puti Purnama,job_0,0
Puti Purnama,job_7,1
